150,0.0
145,0.0005994341341773366
140,0.0005994341341773366
135,0.0005994341341773366
130,0.0005994341341773366
125,0.0005994341341773366
120,0.0005994341341773366
115,0.0011988682683546732
110,0.0011988682683546732
105,0.0017983024025320098
100,0.0023977365367093464
95,0.002997170670886683
90,0.005994341341773366
85,0.01078981441519206
80,0.0179830240253201
75,0.02038076056202945
70,0.029971706708866834
65,0.03836378458734954
60,0.05095190140507361
55,0.06833549129621637
50,0.10130436867596988
45,0.14326475806838346
40,0.19601496187598907
35,0.25835611183043206
30,0.3290893396633578
25,0.4453795616937611
20,0.6533832062532969
15,0.9794753752457681
10,2.009303217762432
5,6.424135615978517
0,100.0
